,listing_url,last_scraped,name,neighborhood_overview,host_id,host_name,host_location,host_response_time,host_acceptance_rate,host_thumbnail_url,host_neighbourhood,host_total_listings_count,host_has_profile_pic,neighbourhood,neighbourhood_group_cleansed,longitude,room_type,bathrooms,bedrooms,amenities,minimum_nights,minimum_minimum_nights,minimum_maximum_nights,minimum_nights_avg_ntm,calendar_updated,availability_30,availability_90,calendar_last_scraped,number_of_reviews_ltm,availability_eoy,estimated_occupancy_l365d,first_review,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_value,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms
31,https://www.airbnb.com/rooms/5192752,2025-03-19,Clean Spacious 1 Bedroom Apartment in Jersey City,"Why stay in Manhattan when you can savor the peace and quiet of this luxurious Jersey City high-rise? Away from the hustle and bustle of Times Square and Fifth Avenue, this Downtown Jersey City building is a better value than anything you’d find across the Hudson - and you can still get to NYC in minutes via the ferry or the PATH train.<br /><br />Rest and relax in this peaceful oasis perched on the edge of the river, which features plush mattresses, sophisticated wood furnishings, and spacious closets so you can unpack and stay for a while. In the bathroom, you’ll find masterful tile work and modern fixtures - plus towels and toiletries provided for your convenience.<br /><br />After a day at the Metropolitan Museum of Art, a matinee show on Broadway, or a packed agenda of meetings, you’re bound to be hungry, Cook up a storm in the full kitchen, which features stainless steel appliances, including a full-size fridge and freezer, an electric stove, an oven, a microwave, and a dishwashe",9419684,Churchill,"New York, NY",within an hour,99%,https://a0.muscache.com/im/users/9419684/profile_pic/1427816343/original.jpg?aki_policy=profile_small,Cambridge,1256,t,Neighborhood highlights,,-74.03591,Entire home/apt,,1.0,"[""WHRILPOOL refrigerator"", ""Cooking basics"", ""Dining table"", ""Pets allowed"", ""Building staff"", ""Hair dryer"", ""52 inch HDTV"", ""Clothing storage: closet"", ""Kitchen"", ""Paid parking garage on premises \u2013 1 space"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Free washer \u2013 In unit"", ""Outdoor pool - available seasonally"", ""Elevator"", ""Self check-in"", ""Coffee"", ""Bath & Body Works shampoo"", ""Hangers"", ""Central heating"", ""Bath & Body Works conditioner"", ""Ethernet connection"", ""Dedicated workspace"", ""Bed linens"", ""Crib - available upon request"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""Baking sheet"", ""Hot water kettle"", ""Cleaning products"", ""Window guards"", ""Freezer"", ""Free dryer \u2013 In unit"", ""Iron"", ""Bath & Body Works body soap"", ""Shower gel"", ""Central air conditioning"", ""Stainless steel electric stove"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Coffee maker"", ""Long term stays allowed"", ""Dishes and silverware"", ""Paid parking off premises"", ""Essentials"", ""Bathtub"", ""Shared gym in building"", ""Exercise equipment""]",28,28,1125,28.0,,1,50,2025-03-19,0,248,0,2016-02-15,4.55,4.82,4.64,4.55,t,16,0
32,https://www.airbnb.com/rooms/5193707,2025-03-19,Private Jersey City 1 Bedroom Apartment near PATH,"Why stay in Manhattan when you can savor the peace and quiet of this luxurious Jersey City high-rise? Away from the hustle and bustle of Times Square and Fifth Avenue, this Downtown Jersey City building is a better value than anything you’d find across the Hudson - and you can still get to NYC in minutes via the ferry or the PATH train.<br /><br />Rest and relax in this peaceful oasis perched on the edge of the river, which features plush mattresses, sophisticated wood furnishings, and spacious closets so you can unpack and stay for a while. In the bathroom, you’ll find masterful tile work and modern fixtures - plus towels and toiletries provided for your convenience.<br /><br />After a day at the Metropolitan Museum of Art, a matinee show on Broadway, or a packed agenda of meetings, you’re bound to be hungry, Cook up a storm in the full kitchen, which features stainless steel appliances, including a full-size fridge and freezer, an electric stove, an oven, a microwave, and a dishwashe",9419684,Churchill,"New York, NY",within an hour,99%,https://a0.muscache.com/im/users/9419684/profile_pic/1427816343/original.jpg?aki_policy=profile_small,Cambridge,1256,t,Neighborhood highlights,,-74.03591,Entire home/apt,,1.0,"[""WHRILPOOL refrigerator"", ""Cooking basics"", ""Dining table"", ""Pets allowed"", ""Building staff"", ""Hair dryer"", ""52 inch HDTV"", ""Clothing storage: closet"", ""Kitchen"", ""Gym"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Free washer \u2013 In unit"", ""Outdoor pool - available seasonally"", ""Elevator"", ""Self check-in"", ""Coffee"", ""Bath & Body Works shampoo"", ""Hangers"", ""Central heating"", ""Bath & Body Works conditioner"", ""Ethernet connection"", ""Paid parking garage on premises"", ""Dedicated workspace"", ""Bed linens"", ""Crib - available upon request"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""Baking sheet"", ""Hot water kettle"", ""Cleaning products"", ""Window guards"", ""Patio or balcony"", ""Freezer"", ""Free dryer \u2013 In unit"", ""Iron"", ""Bath & Body Works body soap"", ""Shower gel"", ""Central air conditioning"", ""Stainless steel electric stove"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Coffee maker"", ""Long term stays allowed"", ""Dishes and silverware"", ""Paid parking off premises"", ""Essentials"", ""Bathtub"", ""Exercise equipment""]",28,28,1125,28.0,,14,74,2025-03-19,0,272,0,2016-02-06,4.4,4.6,4.6,4.6,t,16,0
33,https://www.airbnb.com/rooms/5697589,2025-03-18,Big modern room 5 min walk to Path/WIFI/TV/Desk,"Downtown Jersey City's Grove Street area is a vibrant and bustling neighborhood. It is known for its mix of residential, commercial, and entertainment offerings, making it a popular destination for residents and visitors alike.<br /><br />Grove Street serves as the main hub of this neighborhood, lined with a variety of shops, restaurants, cafes, and bars. The area has a lively atmosphere with a diverse array of cuisines, ranging from cozy brunch spots to upscale dining experiences. It's a great place to explore and discover unique flavors from around the world.<br />One of the key attractions of the Grove Street area is its accessibility, particularly due to the presence of the Grove Street PATH train station. It provides convenient transportation options for residents commuting to Manhattan and other parts of New Jersey. It offers a direct connection to the World Trade Center in Lower Manhattan, making it a popular choice for professionals working in New York City.<br /><br />You are ",6958867,Henry,"New York, NY",within an hour,98%,https://a0.muscache.com/im/pictures/user/f2448d53-4c76-420b-bc01-01e9e68b3631.jpg?aki_policy=profile_small,The Heights,55,t,Neighborhood highlights,,-74.05052,Private room,3.0,1.0,"[""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Free washer \u2013 In unit"", ""Toaster"", ""Luggage dropoff allowed"", ""Self check-in"", ""Hangers"", ""Central heating"", ""Dedicated workspace"", ""Bed linens"", ""43 inch HDTV with Chromecast"", ""Hot water"", ""Smoke alarm"", ""Baking sheet"", ""Hot water kettle"", ""Cleaning products"", ""Freezer"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Keypad"", ""Iron"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Central air conditioning"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Dishes and silverware"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Bathtub""]",28,28,1125,28.0,,5,34,2025-03-18,2,34,112,2015-04-08,4.52,4.51,4.8,4.49,f,5,0
34,https://www.airbnb.com/rooms/5706875,2025-03-18,Big room in Luxury House min to PATH NYc WIFI TV,"Downtown Jersey City has great restaurants, Hip bars, and shops all within walking distance. There are parks nearby as well. Liberty Park is 15 min walk with Amazing view of NY city downtown and Statue of Liberty. If you walk 15 minutes to the waterfront you will get spectacular views of Manhattan Midtown. A large shopping mall and grocery store are also a couple blocks away.",1410306,Eugene,"Jersey City, NJ",within an hour,96%,https://a0.muscache.com/im/users/1410306/profile_pic/1416292310/original.jpg?aki_policy=profile_small,Journal Square,43,t,Neighborhood highlights,,-74.04838,Private room,3.0,1.0,"[""Dining table"", ""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet"", ""Free street parking"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Free washer \u2013 In unit"", ""Toaster"", ""48 inch HDTV with standard cable"", ""Private entrance"", ""Self check-in"", ""Shared hot tub"", ""Hangers"", ""Room-darkening shades"", ""Central heating"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""Hot water kettle"", ""Cleaning products"", ""Freezer"", ""Keypad"", ""Free dryer \u2013 In unit"", ""Iron"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Central air conditioning"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Bathtub""]",28,28,1125,28.0,,16,76,2025-03-18,5,91,255,2015-04-09,4.67,4.79,4.8,4.61,f,3,0
35,https://www.airbnb.com/rooms/5758802,2025-03-18,Huge Modern room Downtown Jersey City/WIFI,"Downtown Jersey City's Grove Street area is a vibrant and bustling neighborhood. It is known for its mix of residential, commercial, and entertainment offerings, making it a popular destination for residents and visitors alike.<br /><br />Grove Street serves as the main hub of this neighborhood, lined with a variety of shops, restaurants, cafes, and bars. The area has a lively atmosphere with a diverse array of cuisines, ranging from cozy brunch spots to upscale dining experiences. It's a great place to explore and discover unique flavors from around the world.<br />One of the key attractions of the Grove Street area is its accessibility, particularly due to the presence of the Grove Street PATH train station. It provides convenient transportation options for residents commuting to Manhattan and other parts of New Jersey. It offers a direct connection to the World Trade Center in Lower Manhattan, making it a popular choice for professionals working in New York City.<br /><br />You are ",6958867,Henry,"New York, NY",within an hour,98%,https://a0.muscache.com/im/pictures/user/f2448d53-4c76-420b-bc01-01e9e68b3631.jpg?aki_policy=profile_small,The Heights,55,t,Neighborhood highlights,,-74.04911,Private room,3.0,1.0,"[""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Free washer \u2013 In unit"", ""Toaster"", ""Luggage dropoff allowed"", ""Private entrance"", ""Self check-in"", ""Hangers"", ""Paid parking lot off premises"", ""Central heating"", ""Dedicated workspace"", ""Bed linens"", ""43 inch HDTV with Chromecast"", ""Hot water"", ""Smoke alarm"", ""Baking sheet"", ""Hot water kettle"", ""Cleaning products"", ""Freezer"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Keypad"", ""Iron"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Central air conditioning"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Bathtub""]",28,28,1125,28.0,,1,31,2025-03-18,2,31,112,2015-06-06,4.66,4.67,4.93,4.58,f,5,0
36,https://www.airbnb.com/rooms/5759911,2025-03-18,Modern Clean room 5 min to PATH min to NYc WIFI TV,"Location is great. Just 10 - 20 minutes by PATH to Manhattan or just 10 minutes by car. <br />Walking distance to all the restaurants in Down Town as well as amazing views of Manhattan by Hudson River.<br />Walking distance to Liberty State Park with beautiful views of Manhattan, there is recreation area, jogging paths, playground, barbecue areas, Sciance Museum and the ferry to Ellis Island and the Statue of Liberty.<br /><br />Newport mall with Macy's, Victory's Secret and many other shops is 15 min walking",1410306,Eugene,"Jersey City, NJ",within an hour,96%,https://a0.muscache.com/im/users/1410306/profile_pic/1416292310/original.jpg?aki_policy=profile_small,Journal Square,43,t,Neighborhood highlights,,-74.04992,Private room,3.0,1.0,"[""Dining table"", ""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet"", ""Free street parking"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Free washer \u2013 In unit"", ""Toaster"", ""Private entrance"", ""Self check-in"", ""Shared hot tub"", ""Hangers"", ""Room-darkening shades"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""Hot water kettle"", ""Cleaning products"", ""Freezer"", ""Keypad"", ""Free dryer \u2013 In unit"", ""50 inch HDTV with standard cable"", ""Iron"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Central air conditioning"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Paid parking off premises"", ""Private backyard \u2013 Fully fenced"", ""Essentials""]",29,29,1125,29.0,,13,73,2025-03-18,0,88,0,2015-04-16,4.49,4.66,4.84,4.59,f,3,0
37,https://www.airbnb.com/rooms/5772382,2025-03-19,"385 ""2"" Private room 5 min walk to Path/WIFI","Downtown Jersey City's Grove Street area is a vibrant and bustling neighborhood. It is known for its mix of residential, commercial, and entertainment offerings, making it a popular destination for residents and visitors alike.<br /><br />Grove Street serves as the main hub of this neighborhood, lined with a variety of shops, restaurants, cafes, and bars. The area has a lively atmosphere with a diverse array of cuisines, ranging from cozy brunch spots to upscale dining experiences. It's a great place to explore and discover unique flavors from around the world.<br />One of the key attractions of the Grove Street area is its accessibility, particularly due to the presence of the Grove Street PATH train station. It provides convenient transportation options for residents commuting to Manhattan and other parts of New Jersey. It offers a direct connection to the World Trade Center in Lower Manhattan, making it a popular choice for professionals working in New York City.<br /><br />You are ",6958867,Henry,"New York, NY",within an hour,98%,https://a0.muscache.com/im/pictures/user/f2448d53-4c76-420b-bc01-01e9e68b3631.jpg?aki_policy=profile_small,The Heights,55,t,Neighborhood highlights,,-74.05005,Private room,,,"[""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet"", ""TV"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Free washer \u2013 In unit"", ""Toaster"", ""Luggage dropoff allowed"", ""Self check-in"", ""Hangers"", ""Paid parking lot off premises"", ""Central heating"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""Baking sheet"", ""Hot water kettle"", ""Cleaning products"", ""Freezer"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Keypad"", ""Iron"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Central air conditioning"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Bathtub""]",28,28,1125,28.0,,0,0,2025-03-19,2,0,112,2015-04-30,4.48,4.53,4.88,4.56,f,5,0
38,https://www.airbnb.com/rooms/5989369,2025-03-18,Entire apartment Super nice clean and close to NYC,"The neighborhood is safe and quite.available parking spots in the street 24/7.<br />play ground for kids, Tennis court, baseball field. great for joggers and runners.",30560014,Mohamed,"Jersey City, NJ",within an hour,100%,https://a0.muscache.com/im/pictures/user/User/original/bafa7486-8b16-4220-b228-c3e4b8df2d6e.jpeg?aki_policy=profile_small,,2,t,Neighborhood highlights,,-74.10447,Entire home/apt,0.0,0.0,"[""Cooking basics"", ""Kitchen"", ""Gas stove"", ""Free street parking"", ""Bidet"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Private entrance"", ""Self check-in"", ""Air conditioning"", ""Hangers"", ""Clothing storage: closet and dresser"", ""Room-darkening shades"", ""Hot water"", ""TV with standard cable"", ""Smoke alarm"", ""Hot water kettle"", ""Cleaning products"", ""Stainless steel double oven"", ""Freezer"", ""Laundromat nearby"", ""Keypad"", ""Iron"", ""Coffee maker: Keurig coffee machine"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Refrigerator"", ""Heating"", ""Dishes and silverware""]",1,1,1125,1.0,,30,88,2025-03-18,6,287,55,2015-05-04,5.0,4.93,5.0,4.87,f,2,0
39,https://www.airbnb.com/rooms/6628558,2025-03-18,10min Subway to Downtown Manhattan,,34696958,Jie,"Jersey City, NJ",within a day,0%,https://a0.muscache.com/im/users/34696958/profile_pic/1433201179/original.jpg?aki_policy=profile_small,,1,t,,,-74.07222,Entire home/apt,1.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Essentials"", ""Carbon monoxide alarm"", ""Wifi"", ""Hot water"", ""Shampoo"", ""Air conditioning""]",150,150,1125,150.0,,30,90,2025-03-18,0,289,0,2015-06-09,4.29,4.13,4.79,4.37,f,1,0
40,https://www.airbnb.com/rooms/7010668,2025-03-18,Entire 2BR Apt in JSQ,"This is an affordable, up and coming neighbhorhood that has easy access to midtown Manhattan and the Financial District, as well as Hoboken and Downtown Jersey City.",36754017,Jebeze J,,,,https://a0.muscache.com/im/users/36754017/profile_pic/1435289530/original.jpg?aki_policy=profile_small,,3,t,Neighborhood highlights,,-74.0686,Entire home/apt,1.0,2.0,"[""Cooking basics"", ""Kitchen"", ""Free street parking"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Host greets you"", ""Private entrance"", ""Air conditioning"", ""Hangers"", ""Ethernet connection"", ""Bed linens"", ""Hot water"", ""TV with standard cable"", ""Smoke alarm"", ""Baking sheet"", ""Iron"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Paid parking off premises"", ""Essentials""]",29,29,1125,29.0,,29,88,2025-03-18,0,88,0,2017-01-01,5.0,5.0,5.0,5.0,f,1,0
41,https://www.airbnb.com/rooms/7114929,2025-03-18,Private room great location nearby NYC.,Urban neighborhood access to shopping stores walking distance,27563833,Spontaneously Living,"Jersey City, NJ",within a day,94%,https://a0.muscache.com/im/pictures/user/f77ae0bc-4ea2-4043-a496-fed5eb196884.jpg?aki_policy=profile_small,The Heights,2,t,Neighborhood highlights,,-74.0481,Private room,1.0,1.0,"[""Cooking basics"", ""Body soap"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Bread maker"", ""TV"", ""Rice maker"", ""Free street parking"", ""Bidet"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Oven"", ""Toaster"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""Self check-in"", ""Coffee"", ""Cleaning available during stay"", ""Theme room"", ""Dryer"", ""Mini fridge"", ""Sound system"", ""Hangers"", ""Room-darkening shades"", ""Free parking on premises"", ""Ethernet connection"", ""Dedicated workspace"", ""Fireplace guards"", ""Bed linens"", ""Ceiling fan"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""Window AC unit"", ""First aid kit"", ""Cleaning products"", ""Hot water kettle"", ""Baking sheet"", ""Freezer"", ""Laundromat nearby"", ""Smoking allowed"", ""Keypad"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Backyard"", ""Fire extinguisher"", ""Books and reading material"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Paid parking off premises"", ""Paid parking on premises"", ""Essentials"", ""Bathtub""]",28,28,1125,28.0,,21,66,2025-03-18,13,265,255,2016-08-12,4.65,4.56,4.83,4.7,f,0,0
42,https://www.airbnb.com/rooms/7144168,2025-03-18,Modern Furnished One BR By Grove ST,,37412692,Kim,"Jersey City, NJ",,0%,https://a0.muscache.com/im/users/37412692/profile_pic/1437791699/original.jpg?aki_policy=profile_small,,25,t,,,-74.03789,Entire home/apt,1.0,1.0,"[""Building staff"", ""Kitchen"", ""Gym"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Elevator"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Hangers"", ""Pool"", ""Hot water"", ""TV with standard cable"", ""Smoke alarm"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Paid parking on premises"", ""Essentials"", ""Shampoo""]",365,365,365,365.0,,30,90,2025-03-18,0,289,0,2016-01-01,4.6,5.0,4.2,4.6,t,11,0
43,https://www.airbnb.com/rooms/7535655,2025-03-18,Luxurious Furnished Studio - 70A60A,,37412692,Kim,"Jersey City, NJ",,0%,https://a0.muscache.com/im/users/37412692/profile_pic/1437791699/original.jpg?aki_policy=profile_small,,25,t,,,-74.03531,Entire home/apt,1.0,0.0,"[""Cooking basics"", ""Pets allowed"", ""Building staff"", ""Kitchen"", ""Gym"", ""Free street parking"", ""Dishwasher"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Elevator"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Hangers"", ""Pool"", ""TV with standard cable"", ""Smoke alarm"", ""Iron"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Paid parking on premises"", ""Essentials"", ""Shampoo""]",365,365,365,365.0,,30,90,2025-03-18,0,289,0,2018-04-04,4.6,4.6,4.8,4.65,f,11,0
44,https://www.airbnb.com/rooms/7535715,2025-03-18,Luxury Studio close to NYC E0c BB04,,37412692,Kim,"Jersey City, NJ",,0%,https://a0.muscache.com/im/users/37412692/profile_pic/1437791699/original.jpg?aki_policy=profile_small,,25,t,,,-74.038,Entire home/apt,1.0,1.0,"[""Building staff"", ""Kitchen"", ""Gym"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Elevator"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Hangers"", ""Pool"", ""TV with standard cable"", ""Smoke alarm"", ""Breakfast"", ""Iron"", ""Heating"", ""Essentials"", ""Shampoo""]",365,365,365,365.0,,30,90,2025-03-18,0,289,0,2015-08-10,4.45,4.8,4.8,4.5,t,11,0
45,https://www.airbnb.com/rooms/7748029,2025-03-18,Private Apartment with NYC VIEWS right outside NYC,,40728425,Gerardo,"Jersey City, NJ",within an hour,100%,https://a0.muscache.com/im/pictures/user/ab5e6cac-ffb5-4461-b1c6-3310fa708373.jpg?aki_policy=profile_small,,13,t,,,-74.05957,Entire home/apt,1.0,2.0,"[""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Self check-in"", ""Air conditioning"", ""Lockbox"", ""Hangers"", ""Dedicated workspace"", ""Hot water"", ""TV with standard cable"", ""Smoke alarm"", ""Iron"", ""Fire extinguisher"", ""Coffee maker"", ""Long term stays allowed"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials""]",3,3,1125,3.0,,21,64,2025-03-18,0,232,0,2016-06-05,4.58,4.6,4.91,4.59,t,2,0
46,https://www.airbnb.com/rooms/7768246,2025-03-19,(A) At the foot of the Statute,"- Not a greatest neighborhood in Jersey City.  We are one Light Rail stop off from the most developed/expensive part of JC (and the contrast is quite clear).  You will notice graffiti as well as bars covering the windows (but the crime rate is not at all high compared to surrounding area including downtown JC based on public statistics).  Some of our guests were not comfortable being in the neighborhood and it took for our family to get used to it.  <br />- The neighborhood could be noisy due to freight railway that passes nearby and a neighbor who plays loud music outside every few Saturday.  <br />- Limited supermarkets and restaurants availability (a few small convenient stores in the neighborhood but, for a decent supermaket, you will have to take light rail to Hudson Greene Market near Exchange Place station.)",36265155,Yoko,"Jersey City, NJ",within an hour,98%,https://a0.muscache.com/im/users/36265155/profile_pic/1439042939/original.jpg?aki_policy=profile_small,,8,t,Neighborhood highlights,,-74.05768,Entire home/apt,,2.0,"[""Cooking basics"", ""Single level home"", ""Hair dryer"", ""Kitchen"", ""Free street parking"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Hangers"", ""Hot water"", ""TV with standard cable"", ""Smoke alarm"", ""Patio or balcony"", ""Keypad"", ""Iron"", ""Fire extinguisher"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""BBQ grill"", ""Paid parking off premises"", ""Essentials"", ""Exterior security cameras on property"", ""Shampoo""]",5,5,100,24.5,,25,25,2025-03-19,12,25,120,2015-08-15,4.63,4.57,4.66,4.66,t,1,0
47,https://www.airbnb.com/rooms/8597726,2025-03-19,Bright 1.5BR near Grove St PATH,"Downtown JC is THRIVING and this apartment on a main street that leads directly to the PATH train into Manhattan, with many restaurants/bars and other conveniences en route. Our block is pretty darn cute too with a bakery, gelateria/cafe, paint & sip business, and a flower shop all in a row below the apartment.",2666704,Alex,"Jersey City, NJ",,71%,https://a0.muscache.com/im/users/2666704/profile_pic/1360882601/original.jpg?aki_policy=profile_small,,1,t,Neighborhood highlights,,-74.0488,Entire home/apt,,1.0,"[""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Private patio or balcony"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Self check-in"", ""Air conditioning"", ""Lockbox"", ""Hangers"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""TV with standard cable"", ""Smoke alarm"", ""First aid kit"", ""Iron"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Shampoo""]",30,30,90,30.0,,0,0,2025-03-19,2,0,120,2015-10-17,4.87,4.82,5.0,4.95,f,1,0
48,https://www.airbnb.com/rooms/8703242,2025-03-18,1BR 1BA w/ Parking - 29 days minimum stay,Lafayette park across the street.,45688009,Bo,"Jersey City, NJ",within an hour,100%,https://a0.muscache.com/im/users/45688009/profile_pic/1444001014/original.jpg?aki_policy=profile_small,,1,t,Neighborhood highlights,,-74.06436,Entire home/apt,1.0,1.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Free street parking"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Toaster"", ""Air conditioning"", ""Dryer"", ""Hangers"", ""Free parking on premises"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""Baking sheet"", ""Cleaning products"", ""Iron"", ""Coffee maker: Keurig coffee machine"", ""Backyard"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Essentials"", ""Bathtub"", ""Magic Chef gas stove"", ""Shampoo""]",29,29,1125,29.0,,14,61,2025-03-18,1,61,58,2015-10-19,4.72,4.64,4.8,4.8,f,1,0
